Index,Cement (kg/m3),SF (kg/m3),BFS (kg/m3),FA (kg/m3),QP (kg/m3),LSP (kg/m3),NS (kg/m3),Fiber (kg/m3),Sand (kg/m3),Gravel (kg/m3),Water (kg/m3),SP (kg/m3),T (oC),RH (%),Age (days),Unnamed: 16,fc (MPa)
683,680.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1462.0,0,160.0,11.22,23,100,28,,122.05
684,680.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.8,0,160.0,8.02,23,100,28,,111.51
685,765.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.8,0,180.0,10.79,23,100,28,,122.6
686,720.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.2,0,180.0,10.8,23,100,28,,124.2
687,675.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.25,0,180.0,10.8,23,100,28,,123.4
688,720.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1353.6,0,162.0,10.8,23,100,28,,128.2
689,720.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,0,198.0,10.8,23,100,28,,122.05
690,720.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,0,180.0,12.6,23,100,28,,127.32
691,720.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.4,0,180.0,9.0,23,100,28,,125.56
692,850.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.0,0,200.0,11.99,23,100,28,,128.1
693,800.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,0,200.0,12.0,23,100,28,,126.6
694,750.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,0,200.0,12.0,23,100,28,,125.0
695,850.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0,0,180.0,11.99,23,100,28,,132.59
696,850.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,0,220.0,11.99,23,100,28,,122.93
697,850.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.0,0,200.0,14.03,23,100,28,,129.95
698,850.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.5,0,200.0,10.03,23,100,28,,127.32
699,729.0,182.0,0.0,0.0,0.0,0.0,0.0,156.0,920.0,230,182.0,27.0,20,100,28,,148.0
700,365.0,183.0,365.0,0.0,0.0,0.0,0.0,156.0,920.0,230,183.0,17.0,20,100,28,,151.0
701,480.0,171.0,0.0,206.0,0.0,0.0,0.0,156.0,920.0,230,171.0,33.0,20,100,28,,157.0
702,863.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,23,100,1,,35.68
703,858.0,216.0,0.0,0.0,0.0,0.0,5.4,0.0,1079.0,0,177.0,21.6,23,100,1,,42.39
704,852.0,216.0,0.0,0.0,0.0,0.0,10.8,0.0,1079.0,0,177.0,21.6,23,100,1,,48.2
705,847.0,216.0,0.0,0.0,0.0,0.0,16.2,0.0,1079.0,0,177.0,21.6,23,100,1,,53.38
706,842.0,216.0,0.0,0.0,0.0,0.0,21.6,0.0,1079.0,0,177.0,21.6,23,100,1,,53.08
707,863.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,23,100,3,,75.05
708,858.0,216.0,0.0,0.0,0.0,0.0,5.4,0.0,1079.0,0,177.0,21.6,23,100,3,,82.07
709,852.0,216.0,0.0,0.0,0.0,0.0,10.8,0.0,1079.0,0,177.0,21.6,23,100,3,,85.12
710,847.0,216.0,0.0,0.0,0.0,0.0,16.2,0.0,1079.0,0,177.0,21.6,23,100,3,,87.88
711,842.0,216.0,0.0,0.0,0.0,0.0,21.6,0.0,1079.0,0,177.0,21.6,23,100,3,,82.09
712,863.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,23,100,7,,92.48
713,858.0,216.0,0.0,0.0,0.0,0.0,5.4,0.0,1079.0,0,177.0,21.6,23,100,7,,92.79
714,852.0,216.0,0.0,0.0,0.0,0.0,10.8,0.0,1079.0,0,177.0,21.6,23,100,7,,101.64
715,847.0,216.0,0.0,0.0,0.0,0.0,16.2,0.0,1079.0,0,177.0,21.6,23,100,7,,106.22
716,842.0,216.0,0.0,0.0,0.0,0.0,21.6,0.0,1079.0,0,177.0,21.6,23,100,7,,103.18
717,863.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,23,100,28,,103.81
718,858.0,216.0,0.0,0.0,0.0,0.0,5.4,0.0,1079.0,0,177.0,21.6,23,100,28,,108.09
719,852.0,216.0,0.0,0.0,0.0,0.0,10.8,0.0,1079.0,0,177.0,21.6,23,100,28,,113.58
720,847.0,216.0,0.0,0.0,0.0,0.0,16.2,0.0,1079.0,0,177.0,21.6,23,100,28,,112.68
721,842.0,216.0,0.0,0.0,0.0,0.0,21.6,0.0,1079.0,0,177.0,21.6,23,100,28,,110.25
722,863.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,23,100,28,,119.41
723,858.0,216.0,0.0,0.0,0.0,0.0,5.4,0.0,1079.0,0,177.0,21.6,23,100,28,,128.26
724,852.0,216.0,0.0,0.0,0.0,0.0,10.8,0.0,1079.0,0,177.0,21.6,23,100,28,,129.79
725,847.0,216.0,0.0,0.0,0.0,0.0,16.2,0.0,1079.0,0,177.0,21.6,23,100,28,,124.0
726,842.0,216.0,0.0,0.0,0.0,0.0,21.6,0.0,1079.0,0,177.0,21.6,23,100,28,,117.62
727,1251.2,291.3,0.0,0.0,0.0,0.0,0.0,0.0,407.8,0,201.4,28.2,23,100,1,,82.81
728,825.8,192.3,0.0,0.0,0.0,486.2,0.0,0.0,444.4,0,201.4,10.5,23,100,1,,70.14
729,575.6,134.0,0.0,0.0,0.0,772.2,0.0,0.0,455.7,0,201.4,5.1,23,100,1,,33.49
730,1251.2,291.3,0.0,0.0,0.0,0.0,0.0,0.0,407.8,0,201.4,28.2,23,100,3,,112.69
731,825.8,192.3,0.0,0.0,0.0,486.2,0.0,0.0,444.4,0,201.4,10.5,23,100,3,,116.31
732,1251.2,291.3,0.0,0.0,0.0,0.0,0.0,0.0,407.8,0,201.4,28.2,23,100,7,,124.94
733,1251.2,291.3,0.0,0.0,0.0,0.0,0.0,0.0,407.8,0,201.4,28.2,23,100,14,,140.83
734,825.8,192.3,0.0,0.0,0.0,486.2,0.0,0.0,444.4,0,201.4,10.5,23,100,14,,148.52
735,575.6,134.0,0.0,0.0,0.0,772.2,0.0,0.0,455.7,0,201.4,5.1,23,100,14,,142.64
736,1251.2,291.3,0.0,0.0,0.0,0.0,0.0,0.0,407.8,0,201.4,28.2,23,100,28,,147.27
737,825.8,192.3,0.0,0.0,0.0,486.2,0.0,0.0,444.4,0,201.4,10.5,23,100,28,,167.18
738,575.6,134.0,0.0,0.0,0.0,772.2,0.0,0.0,455.7,0,201.4,5.1,23,100,28,,155.87
739,1251.2,291.3,0.0,0.0,0.0,0.0,0.0,0.0,407.8,0,201.4,28.2,23,100,56,,156.53
740,575.6,134.0,0.0,0.0,0.0,772.2,0.0,0.0,455.7,0,201.4,5.1,23,100,56,,171.0
741,788.5,433.7,0.0,0.0,0.0,0.0,0.0,0.0,867.4,0,160.3,52.6,23,100,28,,195.2
742,788.5,433.7,0.0,0.0,0.0,0.0,0.0,156.0,867.4,0,160.3,52.6,23,100,28,,220.2
743,788.5,433.7,0.0,0.0,0.0,0.0,0.0,156.0,867.4,0,160.3,52.6,23,100,28,,209.6
744,788.5,433.7,0.0,0.0,0.0,0.0,0.0,156.0,867.4,0,160.3,52.6,23,100,28,,201.4
745,788.5,433.7,0.0,0.0,0.0,0.0,0.0,156.0,867.4,0,160.3,52.6,23,100,28,,218.4
746,788.5,433.7,0.0,0.0,0.0,0.0,0.0,156.0,867.4,0,160.3,52.6,23,100,28,,218.5
747,788.5,433.7,0.0,0.0,0.0,0.0,0.0,156.0,867.4,0,160.3,52.6,23,100,28,,205.1
748,788.5,433.7,0.0,0.0,0.0,0.0,0.0,39.0,867.4,0,160.3,52.6,23,100,28,,209.4
749,788.5,433.7,0.0,0.0,0.0,0.0,0.0,78.0,867.4,0,160.3,52.6,23,100,28,,199.6
750,788.5,433.7,0.0,0.0,0.0,0.0,0.0,117.0,867.4,0,160.3,52.6,23,100,28,,209.7
751,788.5,433.7,0.0,0.0,0.0,0.0,0.0,39.0,867.4,0,160.3,52.6,23,100,28,,198.6
752,788.5,433.7,0.0,0.0,0.0,0.0,0.0,78.0,867.4,0,160.3,52.6,23,100,28,,208.4
753,788.5,433.7,0.0,0.0,0.0,0.0,0.0,117.0,867.4,0,160.3,52.6,23,100,28,,220.5
754,788.5,433.7,0.0,0.0,0.0,0.0,0.0,39.0,867.4,0,160.3,52.6,23,100,28,,211.2
755,788.5,433.7,0.0,0.0,0.0,0.0,0.0,78.0,867.4,0,160.3,52.6,23,100,28,,186.7
756,788.5,433.7,0.0,0.0,0.0,0.0,0.0,117.0,867.4,0,160.3,52.6,23,100,28,,218.1
757,946.0,71.0,0.0,166.0,0.0,47.0,0.0,0.0,344.0,516,166.0,35.76,23,98,3,,120.77
758,784.0,157.0,0.0,0.0,0.0,235.0,0.0,0.0,330.0,493,171.0,39.66,23,98,3,,102.73
759,937.0,70.0,0.0,164.0,0.0,47.0,0.0,78.0,340.0,511,164.0,36.82,23,98,3,,108.74
760,777.0,155.0,0.0,0.0,0.0,233.0,0.0,78.0,326.0,490,169.0,40.64,23,98,3,,101.09
761,946.0,71.0,0.0,166.0,0.0,47.0,0.0,0.0,344.0,516,166.0,35.76,23,98,14,,131.69
762,784.0,157.0,0.0,0.0,0.0,235.0,0.0,0.0,330.0,493,171.0,39.66,23,98,14,,118.03
763,937.0,70.0,0.0,164.0,0.0,47.0,0.0,78.0,340.0,511,164.0,36.82,23,98,14,,123.5
764,777.0,155.0,0.0,0.0,0.0,233.0,0.0,78.0,326.0,490,169.0,40.64,23,98,14,,110.93
765,946.0,71.0,0.0,166.0,0.0,47.0,0.0,0.0,344.0,516,166.0,35.76,23,98,28,,144.81
766,784.0,157.0,0.0,0.0,0.0,235.0,0.0,0.0,330.0,493,171.0,39.66,23,98,28,,127.87
767,937.0,70.0,0.0,164.0,0.0,47.0,0.0,78.0,340.0,511,164.0,36.82,23,98,28,,150.82
768,777.0,155.0,0.0,0.0,0.0,233.0,0.0,78.0,326.0,490,169.0,40.64,23,98,28,,134.43
769,946.0,71.0,0.0,166.0,0.0,47.0,0.0,0.0,344.0,516,166.0,35.76,23,98,90,,160.66
770,784.0,157.0,0.0,0.0,0.0,235.0,0.0,0.0,330.0,493,171.0,39.66,23,98,90,,150.82
771,937.0,70.0,0.0,164.0,0.0,47.0,0.0,78.0,340.0,511,164.0,36.82,23,98,90,,166.67
772,777.0,155.0,0.0,0.0,0.0,233.0,0.0,78.0,326.0,490,169.0,40.64,23,98,90,,151.91
773,792.0,264.0,0.0,0.0,0.0,0.0,0.0,156.0,1056.0,0,173.0,21.1,20,100,3,,102.86
774,784.0,261.0,0.0,0.0,0.0,0.0,0.0,234.0,1045.0,0,171.0,20.9,20,100,3,,106.0
775,809.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,20,100,7,,92.77
776,800.0,267.0,0.0,0.0,0.0,0.0,0.0,78.0,1067.0,0,175.0,21.3,20,100,7,,110.42
777,792.0,264.0,0.0,0.0,0.0,0.0,0.0,156.0,1056.0,0,173.0,21.1,20,100,7,,123.66
778,784.0,261.0,0.0,0.0,0.0,0.0,0.0,234.0,1045.0,0,171.0,20.9,20,100,7,,128.07
779,809.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,0,177.0,21.6,20,100,28,,106.0
780,800.0,267.0,0.0,0.0,0.0,0.0,0.0,78.0,1067.0,0,175.0,21.3,20,100,28,,129.96
781,792.0,264.0,0.0,0.0,0.0,0.0,0.0,156.0,1056.0,0,173.0,21.1,20,100,28,,150.13
782,784.0,261.0,0.0,0.0,0.0,0.0,0.0,234.0,1045.0,0,171.0,20.9,20,100,28,,158.32
783,800.0,267.0,0.0,0.0,0.0,0.0,0.0,78.0,1067.0,0,175.0,21.3,20,100,90,,148.87
784,792.0,264.0,0.0,0.0,0.0,0.0,0.0,156.0,1056.0,0,173.0,21.1,20,100,90,,161.47
785,784.0,261.0,0.0,0.0,0.0,0.0,0.0,234.0,1045.0,0,171.0,20.9,20,100,90,,166.51
